ORF,Gene Name,Molecular Weight (Da),Length (Amino Acids),Protein Abundance (molecules per cell),Protein decay rate (min-1),mRNA Abundance (molecules per cell)
YKL045W,PRI2,62262,528,0,,0.6
YKL046C,DCW1,49565,449,3624,0.017329,1.7
YKL047W,,58894,516,1658,0.003916,0.6
YKL048C,ELM1,72149,640,125,0.016504,0.6
YKL049C,CSE4,26841,229,1399,0.000891,0.6
YKL050C,,103143,922,5151,0.000891,0.8
YKL051W,SFK1,40462,353,1682,0.01216,0.6
YKL052C,ASK1,32056,292,2404,0.231049,0.6
YKL053C-A,MDM35,9712,86,2262,0.017329,
YKL053W,,14704,124,0,,0.5
YKL054C,DEF1,83973,738,17276,0.000891,3.3
YKL055C,OAR1,31184,278,2164,0.014146,0.4
YKL056C,TMA19,18741,167,70715,0.004176,36.3
YKL057C,NUP120,120447,1037,2095,0.000891,0.6
YKL058W,TOA2,13458,122,9738,0.004077,1.6
YKL059C,MPE1,49647,441,965,0.021004,0.8
YKL060C,FBA1,39620,359,945033,0.006665,65.7
YKL061W,,13521,113,1069,0.012836,0.6
YKL062W,MSN4,69722,630,0,,0.9
YKL063C,,19003,167,1350,0.057762,1
YKL064W,MNR2,109735,969,424,0.008887,0.6
YKL065C,YET1,23427,206,5874,0.000552,3.3
YKL065W-A,,8531,73,,,
YKL066W,,16669,147,0,,1
YKL067W,YNK1,17167,153,6024,0,2.6
YKL068W,NUP100,99988,959,1149,0.034657,0.9
YKL068W-A,,8858,78,,,
YKL069W,,19734,180,2018,0.027726,0.8
YKL070W,,19828,169,0,,0.9
YKL071W,,28039,256,86159,0.000891,0.5
YKL072W,STB6,88835,766,177,0.027726,0.7
YKL073W,LHS1,99571,881,115,0.000891,0.8
YKL074C,MUD2,60459,527,3506,0.009367,0.7
YKL075C,,52087,450,83,0.015068,0.6
YKL076C,PSY1,15159,127,0,,0.7
YKL077W,,46036,392,4454,0.000891,2.1
YKL078W,DHR2,82713,735,605,0.015068,0.6
YKL079W,SMY1,73799,656,1428,0.033007,0.6
YKL080W,VMA5,44188,392,14850,0.013078,3.5
YKL081W,TEF4,46520,412,96306,0.006601,4.7
YKL082C,RRP14,50481,434,0,,1.3
YKL083W,,23674,204,0,,0.7
YKL084W,HOT13,13641,116,4817,0.000891,1
YKL085W,MDH1,35650,334,14217,0.004151,4
YKL086W,SRX1,13854,127,452,0.043322,1
YKL087C,CYT2,26076,224,0,,0.9
YKL088W,,65238,571,1751,0.011748,0.7
YKL089W,MIF2,62472,549,545,0.009242,0.6
YKL090W,CUE2,50873,443,0,,0.5
YKL091C,,36073,310,2411,0.004077,0.6
YKL092C,BUD2,126662,1104,1022,0.018241,0.5
YKL093W,MBR1,36934,339,0,,0.4
YKL094W,YJU3,35562,313,2895,0.007877,2.4
YKL095W,YJU2,32312,278,1893,0.00912,0.4
YKL096C-B,,5988,49,,,
YKL096W,CWP1,24268,239,7203,0.027726,4.9
YKL096W-A,CWP2,8911,92,714037,0.000891,23.2
YKL097C,,15442,136,0,,1.1
YKL098W,,39841,357,0,,0.5
YKL099C,UTP11,29735,250,0,,1.6
YKL100C,,67524,587,0,,0.8
YKL100W-A,,3406,29,,,
YKL101W,HSL1,169591,1518,2151,,0.6
YKL102C,,11423,101,2703,0.000891,0.8
YKL103C,LAP4,57092,514,2853,0.005825,0.6
YKL104C,GFA1,80046,717,11970,0.02236,1.3
YKL105C,,125592,1132,452,0.021661,0.6
YKL106C-A,,4677,39,,,
YKL106W,AAT1,51795,451,1867,0.016504,0.7
YKL107W,,34524,309,0,,0.5
YKL108W,SLD2,52271,453,551,0.000891,0.5
YKL109W,HAP4,62411,554,0,,0.8
YKL110C,KTI12,35322,313,2732,0.000891,1.2
YKL111C,,12944,111,0,,0.5
YKL112W,ABF1,81752,731,4074,0.346574,0.7
YKL113C,RAD27,43279,382,3180,0,0.8
YKL114C,APN1,41439,367,3721,0.011552,1.1
YKL115C,,15329,130,0,,0.6
YKL116C,PRR1,58955,518,1347,0.011951,0.6
YKL117W,SBA1,24082,216,44394,0.002476,6.1
YKL118W,,11760,103,0,,1.1
YKL119C,VPH2,25286,215,1709,0.023105,0.9
YKL120W,OAC1,35153,324,8250,0.01612,0.9
YKL121W,,96021,852,423,0.138629,0.5
YKL122C,SRP21,18425,167,3167,0.002133,2.2
YKL123W,,15193,126,0,,0.6
YKL124W,SSH4,65060,579,378,0.057762,0.5
YKL125W,RRN3,72387,627,116,0.02236,0.9
YKL126W,YPK1,76479,680,3248,0.023105,1.4
YKL127W,PGM1,63111,570,6377,0.030137,1.2
YKL128C,PMU1,33776,295,2633,0.000891,1.7
YKL129C,MYO3,142506,1271,1442,0.000891,0.6
YKL130C,SHE2,28251,246,2523,0.000307,0.7
YKL131W,,19760,173,0,,0.5
YKL132C,RMA1,48143,430,716,0.000891,0.6
YKL133C,,54437,463,4051,0.000891,0.5
YKL134C,Oct-01,87996,770,2258,0.018734,0.6
YKL135C,APL2,81868,726,1849,0.009763,1.1
YKL136W,,14288,132,0,,0.5
YKL137W,,13007,111,217,0.138629,1.1
YKL138C,MRPL31,15520,131,1911,0,0.9
YKL138C-A,HSK3,8088,69,,,
YKL139W,CTK1,60501,528,380,0.031507,0.5
YKL140W,TGL1,62978,548,1236,0.023902,0.9
YKL141W,SDH3,22068,198,200,0.028881,1.6
YKL142W,MRP8,25097,219,2523,0.014441,1.7
YKL143W,LTV1,53390,463,1857,0.000891,0.7
YKL144C,RPC25,24326,212,632,0.004881,0.9
YKL145W,RPT1,51982,467,7733,0.077016,3.9
YKL145W-A,,3344,30,,,
YKL146W,AVT3,75459,692,981,0.000891,1.4
YKL147C,,22673,205,0,,0.8
YKL148C,SDH1,70229,640,8738,0.01118,0.9
YKL149C,DBR1,47741,405,946,0.034657,0.7
YKL150W,MCR1,34138,302,1747,0.013078,1.5
YKL151C,,37357,337,3251,0.012836,0.7
YKL152C,GPM1,27608,247,314080,0,46.3
YKL153W,,19616,169,0,,7.1
YKL154W,SRP102,26974,244,4393,0.013591,1
YKL155C,RSM22,72190,628,1134,0.014748,0.7
YKL156C-A,,4232,38,,,
YKL156W,RPS27A,8879,82,43739,0,19.7
YKL157W,APE2,105584,935,3521,0.019254,1.8
YKL159C,RCN1,24135,211,438,0.015403,0.5
YKL160W,ELF1,16157,145,4199,0.005825,2.3
YKL161C,,49632,433,0,,0.5
YKL162C,,46509,402,922,0.043322,0.5
YKL162C-A,,5842,50,,,
YKL163W,PIR3,33004,325,0,,3
YKL164C,PIR1,34621,341,3881,0.346574,9.3
YKL165C,MCD4,105692,919,2199,0.001055,1.1
YKL165C-A,,9186,77,,,
YKL166C,TPK3,45977,398,1245,0.028881,0.7
YKL167C,MRP49,16021,137,2892,0.000891,1.2
YKL168C,KKQ8,82589,724,824,0.013591,0.6
YKL169C,,14171,127,1935,0.000891,0.6
YKL170W,MRPL38,14904,138,1485,0,1.1
YKL171W,,103955,928,0,,0.6
YKL172W,EBP2,49734,427,488,0.000891,2
YKL173W,SNU114,114040,1008,608,0.01333,0.6
YKL174C,TPO5,69242,618,0,,1
YKL175W,ZRT3,55402,503,6099,0.000891,1.8
YKL176C,LST4,93358,828,2355,,0.7
YKL177W,,12288,112,0,,0.8
YKL178C,STE3,53708,470,0,,0.9
YKL179C,COY1,77513,679,2537,0.030137,0.7
YKL180W,RPL17A,20549,184,87031,0,38.9
YKL181W,PRS1,47047,427,6653,0.015753,3.5
YKL182W,FAS1,228689,2051,59449,0,3.7
YKL183C-A,,8358,70,,,
YKL183W,LOT5,34326,306,2942,0.00608,0.6
YKL184W,SPE1,52285,466,578,0.007702,0.8
YKL185W,ASH1,65684,588,1510,0.346574,0.8
YKL186C,MTR2,20783,184,4131,0.000891,1.2
YKL187C,,81032,750,861,0.000891,0.4
YKL188C,PXA2,97125,853,802,0,0.8
YKL189W,HYM1,45853,399,866,0.036481,0.8
YKL190W,CNB1,19639,175,3837,0.000891,3.5
YKL191W,DPH2,59775,534,2813,0.001547,2
YKL192C,ACP1,13943,125,31032,0,7.1
YKL193C,SDS22,38887,338,2374,0.007788,0.8
YKL194C,MST1,54092,462,1041,0.005173,0.7
YKL195W,MIA40,44536,403,2083,0.031507,1.1
YKL196C,YKT6,22707,200,10652,0.000891,3.1
YKL197C,PEX1,117275,1043,961,0.01216,0.5
YKL198C,PTK1,72061,649,646,0.000891,0.6
YKL201C,MNN4,139380,1178,178,0.000891,0.6
YKL202W,,21236,193,0,,0.9
YKL203C,TOR2,281565,2474,4117,0.000891,0.7
YKL204W,EAP1,69762,632,1907,0.027726,0.8
YKL205W,LOS1,126818,1100,1902,0.027726,0.7
YKL206C,ADD66,30739,267,1826,0,1
YKL207W,,28352,253,0,,1.5
YKL208W,CBT1,31156,271,1978,,0.6
YKL209C,STE6,144764,1290,3396,0.003727,1.2
YKL210W,UBA1,114265,1024,17782,0.00608,1.9
YKL211C,TRP3,53489,484,9067,0.001338,1.3
YKL212W,SAC1,71124,623,25179,0.01216,1.2
YKL213C,DOA1,79505,715,3510,0.030137,1.1
YKL214C,YRA2,23777,203,1100,0.002806,1
YKL215C,,140426,1286,1637,0.000891,0.5
YKL216W,URA1,34801,314,134901,0.003415,7.5
YKL217W,JEN1,69376,616,1019,,0.5
YKL218C,SRY1,34899,326,0,,0.6
YKL219W,COS9,48544,407,0,,0.5
YKL220C,FRE2,80072,711,1569,,0.5
YKL221W,MCH2,52342,473,0,,0.6
YKL222C,,82247,705,1796,,0.5
YKL223W,,13119,110,0,,0.6
YKL224C,,13048,123,1676,0.000891,0.5
YKL225W,,13317,115,0,,0.5
YKR001C,VPS1,78736,704,6580,0.008774,1.1
YKR002W,PAP1,64551,568,5958,0.030137,0.8
YKR003W,OSH6,51588,448,2135,0.008557,0.7
YKR004C,ECM9,44583,377,1171,0.013078,0.5
YKR005C,,50339,447,0,,0.4
YKR006C,MRPL13,30271,264,2794,0.010193,1.6
YKR007W,MEH1,20242,184,2555,0.007877,1.1
YKR008W,RSC4,72275,625,4255,0.012603,0.6
YKR009C,FOX2,98702,900,190,0.000891,0.5
YKR010C,TOF2,86365,771,285,0.000891,0.6
YKR011C,,41300,353,2645,0.009763,0.5
YKR012C,,14330,125,0,,0.7
YKR013W,PRY2,33779,329,9440,0.021661,2.7
YKR014C,YPT52,26132,234,7416,0.000897,1.6
YKR015C,,66584,568,347,0.000891,0.5
YKR016W,,61082,540,4811,0.003938,0.7
YKR017C,,63569,551,1893,0.030137,0.6
YKR018C,,81753,725,2006,0.036481,1.4
YKR019C,IRS4,68879,615,2955,0.000891,0.5
YKR020W,VPS51,18912,164,268,0.000891,0.5
YKR021W,,102539,915,348,0.000891,0.6
YKR022C,NTR2,36647,322,749,0.000891,0.5
YKR023W,,60799,530,1086,0.02236,0.5
YKR024C,DBP7,83308,742,1122,0.014441,0.8
YKR025W,RPC37,32142,282,1941,0.01612,1.2
YKR026C,GCN3,34025,305,7669,0,1.2
YKR027W,BCH2,88043,765,6266,0.034657,0.5
YKR028W,SAP190,125062,1098,0,,0.8
YKR029C,SET3,85479,751,523,0.231049,0.6
YKR030W,GMH1,31993,273,0,,1.3
YKR031C,SPO14,195202,1683,558,0.036481,0.6
YKR032W,,12414,104,0,,1.1
YKR033C,,15668,141,0,,1.1
YKR034W,DAL80,30166,269,0,,0.5
YKR035C,OPI8,23238,213,0,,0.7
YKR035W-A,DID2,23091,204,2475,0.006931,
YKR036C,CAF4,72741,643,495,0.020387,0.5
YKR037C,SPC34,34077,295,680,0.00403,0.6
YKR038C,KAE1,42748,386,1641,0.002484,1.2
YKR039W,GAP1,65655,602,3661,0.012603,1.3
YKR040C,,19222,167,0,,0.5
YKR041W,,29207,250,182,0.018734,0.5
YKR042W,UTH1,36955,365,47803,0.000891,16.5
YKR043C,,31022,271,10624,0,2.9
YKR044W,UIP5,50981,443,268,0.010193,0.5
YKR045C,,20226,183,788,0.017773,0.6
YKR046C,PET10,31246,283,1812,0.01612,0.7
YKR047W,,12332,101,0,,1
YKR048C,NAP1,47884,417,7683,0.006418,2.4
YKR049C,FMP46,15650,133,1041,0.000891,1
YKR050W,TRK2,101086,889,0,,0.5
YKR051W,,48756,418,0,,0.7
YKR052C,MRS4,33307,304,1380,0.01118,0.6
YKR053C,YSR3,46488,404,0,,0.5
YKR054C,DYN1,471343,4092,1803,0.000891,1.1
YKR055W,RHO4,32185,291,2053,0.000891,0.6
YKR056W,TRM2,72852,639,0,,0.9
YKR057W,RPS21A,9746,87,32716,0,59.1
YKR058W,GLG1,69723,616,0,,0.5
YKR059W,TIF1,44697,395,207113,0,13.1
YKR060W,UTP30,31616,274,1940,0.02666,1.1
YKR061W,KTR2,50651,425,0,,0.9
YKR062W,TFA2,36985,328,7802,0.023105,1
YKR063C,LAS1,59351,502,543,0.000891,0.5
YKR064W,,101824,863,125,0.006359,0.6
YKR065C,PAM17,21968,197,2512,0.015403,2
YKR066C,CCP1,40353,361,2665,0,2.2
YKR067W,GPT2,83644,743,2309,0.028881,0.6
YKR068C,BET3,22129,193,1630,0.015753,2
YKR069W,MET1,66125,593,439,0.000891,0.7
YKR070W,,39406,352,2017,0.009763,1
YKR071C,DRE2,38542,348,1779,0.011748,1.5
YKR072C,SIS2,62478,562,3320,0.018241,0.7
YKR073C,,11974,106,0,,0.5
YKR074W,,18436,155,1164,0,2.5
YKR075C,,36113,307,1647,0.086643,0.8
YKR075W-A,,10073,89,,,
YKR076W,ECM4,43273,370,1402,0.017773,0.5
YKR077W,,39862,363,723,0.019804,0.5
YKR078W,,68281,585,1065,0,0.5
YKR079C,TRZ1,96815,838,2016,0.014441,0.8
YKR080W,MTD1,36239,320,10368,0.003519,2.1
YKR081C,RPF2,39598,344,27185,0.004176,2
YKR082W,NUP133,133319,1157,3052,0.04621,0.9
YKR083C,DAD2,15071,133,987,0.000891,0.7
YKR084C,HBS1,68729,611,2185,0.01612,1.1
YKR085C,MRPL20,22392,195,815,0.008453,1.9
YKR086W,PRP16,121651,1071,662,0.173287,0.5
YKR087C,OMA1,39328,345,2540,0.009902,0.7
YKR088C,TVP38,38311,337,6205,0.007073,1
YKR089C,TGL4,102715,910,942,0.040773,0.6
YKR090W,PXL1,79447,706,1208,0.007073,0.4
YKR091W,SRL3,27465,246,0,,0.7
YKR092C,SRP40,41015,406,10975,0.003365,1.2
YKR093W,PTR2,68043,601,3689,0.030137,1.1
YKR094C,RPL40B,14554,128,28969,0,17.9
YKR095W,MLP1,218454,1875,1705,0.000891,0.8
YKR095W-A,PCC1,9992,88,,,
YKR096W,,137490,1195,164,0.017773,0.7
YKR097W,PCK1,60983,549,1293,0.004621,0.5
YKR098C,UBP11,82702,717,1555,,0.5
YKR099W,BAS1,89603,811,723,0.346574,0.7
YKR100C,SKG1,39829,355,1997,0.000891,0.9
YKR101W,SIR1,79928,678,0,,0.4
YKR102W,FLO10,122163,1169,0,,0.4
YKR103W,NFT1,137995,1218,1894,,0.5
YKR104W,,34652,306,0,,0.6
YKR105C,,63360,582,0,,0.5
YKR106W,,68953,615,0,,0.6
YLL001W,DNM1,84971,757,8083,0.02236,0.5
YLL002W,RTT109,50095,436,1300,0.004621,0.6
YLL003W,SFI1,112978,946,769,0.000891,0.7
YLL004W,ORC3,72076,616,2805,0.000891,0.8
YLL005C,SPO75,102169,868,0,,0.8
YLL006W,MMM1,48660,426,2092,0.016504,0.5
YLL006W-A,,6752,58,,,
YLL007C,,76621,665,408,0.016906,0.6
YLL008W,DRS1,84842,752,3015,0.000891,1.4
YLL009C,COX17,8056,69,15057,0.000891,1.9
YLL010C,PSR1,47930,427,3489,0.000914,0.6
YLL011W,SOF1,56788,489,5337,0.023902,0.9
YLL012W,YEH1,66507,573,4174,0.021661,0.8
YLL013C,PUF3,98067,879,1175,0.002126,0.9
YLL014W,,12404,108,743,0.034657,2.5
YLL015W,BPT1,176872,1559,680,0.000891,0.7
YLL018C,DPS1,63515,557,31570,0.000891,3.1
YLL018C-A,COX19,11105,98,4579,0.138629,
YLL019C,KNS1,83842,737,0,,0.5
YLL019W-A,,3540,30,,,
YLL020C,,11749,101,0,,1.2
YLL021W,SPA2,163141,1466,565,0,0.6
YLL022C,HIF1,43428,385,2625,0.003687,1
YLL023C,,32186,279,1843,0.000891,2
YLL024C,SSA2,69469,639,271410,0.000891,13.3
YLL025W,,13093,124,0,,2.1
YLL026W,HSP104,102034,908,28591,0.011363,4.7
YLL027W,ISA1,27675,250,826,0.008155,1.1
YLL028W,TPO1,64272,586,3226,0.00383,1.3
YLL029W,,84924,749,2139,0.000891,0.7
YLL030C,,13351,113,0,,0.9
YLL031C,GPI13,115633,1017,1083,0,0.9
YLL032C,,94596,825,1511,0.025672,0.6
YLL033W,,27378,230,0,,0.6
YLL034C,RIX7,93068,837,2526,0.034657,1
YLL035W,GRC3,72257,632,0,,0.6
YLL036C,PRP19,56569,503,4597,0.00274,0.8
YLL037W,,14349,126,2205,0.000891,0.6
YLL038C,ENT4,28271,247,1866,0.012603,0.5
YLL039C,UBI4,42826,381,1279,0.053319,2.9
YLL040C,VPS13,357846,3144,1764,0,0.8
YLL041C,SDH2,30231,266,5104,0.000891,1.6
YLL042C,ATG10,19759,167,0,,1
YLL043W,FPS1,73877,669,1464,0.023105,0.8
YLL044W,,16870,148,0,,4.2
YLL045C,RPL8B,28112,256,72670,0,16.9
YLL046C,RNP1,28862,249,0,,1
YLL047W,,14843,127,0,,0.7
YLL048C,YBT1,189160,1661,3322,0.000891,1.2
YLL049W,LDB18,20847,179,0,,0.8
YLL050C,COF1,15901,143,113340,0,12.1
YLL051C,FRE6,81988,712,3084,,0.9
YLL052C,AQY2,17024,149,2179,,0.6
YLL053C,,16456,152,0,,0.8
YLL054C,,89162,769,285,0.015403,0.7
YLL055W,,58904,531,2025,0.000891,0.6
YLL056C,,32148,298,1576,0.000891,0.5
YLL057C,JLP1,46982,412,521,0.000891,0.8
YLL058W,,64223,575,1740,0.018241,0.5
YLL059C,,19282,168,0,,0.9
YLL060C,GTT2,26339,233,1912,,0.6
YLL061W,MMP1,64217,583,580,0.346574,0.5
YLL062C,MHT1,36715,324,509,0.001497,0.6
YLL063C,AYT1,52836,474,0,,0.4
YLL064C,,12905,120,0,,1.4
YLL065W,,13487,116,0,,0.6
YLL066C,,135645,1205,0,,2.3
YLL066W-A,,18593,160,,,
YLL066W-B,,6411,56,,,
YLL067C,,135235,1205,0,,2
YLL067W-A,,18593,160,,,
YLR001C,,97617,862,173,0.019254,0.6
YLR002C,NOC3,75581,663,6714,0.015753,0.7
YLR003C,,33394,291,1006,0.02236,1.1
YLR004C,THI73,58531,523,0,,0.6
YLR005W,SSL1,52290,461,1963,0.043322,0.9
YLR006C,SSK1,78529,712,2716,0.063013,0.5
YLR007W,NSE1,38334,336,0,,0.7
YLR008C,PAM18,17910,168,0,,1.6
YLR009W,RLP24,23975,199,0,,2
YLR010C,TEN1,18604,160,0,,0.5
YLR011W,LOT6,21280,191,1065,0.008252,0.6
YLR012C,,12079,99,0,,1.1
YLR013W,GAT3,16011,141,0,,1.1
YLR014C,PPR1,102723,904,0,,0.5
YLR015W,BRE2,58347,505,1100,0.021004,0.5
YLR016C,PML1,23653,204,1236,0.017329,0.9
YLR017W,MEU1,37856,337,4052,0.02666,1.6
YLR018C,POM34,34232,299,3108,0.000891,0.9
YLR019W,PSR2,44772,397,0,,0.8
YLR020C,YEH2,62446,538,1369,0.011363,0.8
YLR021W,,20060,179,1531,0.023902,0.7
YLR022C,,28283,250,4252,0.033007,1.2
YLR023C,IZH3,62570,543,2482,0.000891,0.7
YLR024C,UBR2,216776,1872,41,0.000891,0.6
YLR025W,SNF7,26987,240,2746,0.002139,1.3
YLR026C,SED5,38807,340,252,0.014146,0.7
YLR027C,AAT2,46057,418,6465,0.003381,3.4
YLR028C,ADE16,65282,591,6465,0.011748,1.8
YLR029C,RPL15A,24422,204,211093,0,21.1
YLR030W,,29985,263,0,,0.5
YLR031W,,21846,186,0,,0.8
YLR032W,RAD5,134001,1169,1281,0.008252,0.5
YLR033W,RSC58,57794,502,3750,0.015068,0.6
YLR034C,SMF3,51775,473,5831,,1.7
YLR035C,MLH2,78247,695,1350,0.033007,1.1
YLR036C,,23378,203,812,0.011951,1
YLR037C,DAN2,13178,124,0,,2.9
YLR038C,COX12,9788,83,1168,0.099021,3.5
YLR039C,RIC1,121648,1056,181,0.012836,0.7
YLR040C,,24462,224,0,,1
YLR041W,,12261,106,0,,0.6
YLR042C,,16950,161,109700,0,0.5
YLR043C,TRX1,11235,103,37866,0.000891,13.7
YLR044C,PDC1,61495,563,448366,0.023902,42
YLR045C,STU2,100917,888,1391,0.036481,0.6
YLR046C,,31054,270,0,,0.5
YLR047C,FRE8,78948,686,0,,0.5
YLR048W,RPS0B,27962,252,153905,0,23.8
YLR049C,,49493,428,285,0.063013,0.8
YLR050C,,19089,161,301,0.011552,2
YLR051C,FCF2,25636,217,3433,0.000891,1
YLR052W,IES3,28242,250,1913,0.010664,0.9
YLR053C,,12693,108,0,,0.9
YLR054C,OSW2,82327,724,0,,0.4
YLR055C,SPT8,66189,602,15739,0,0.5
YLR056W,ERG3,42730,365,30408,0.015403,7.7
YLR057W,,96996,849,60,0.000891,0.5
YLR058C,SHM2,52218,469,55399,0,8
YLR059C,REX2,30870,269,1451,0.010502,0.8
YLR060W,FRS1,67364,595,13931,0.015753,5.6
YLR061W,RPL22A,13693,121,35823,0,33.9
YLR062C,BUD28,13880,125,0,,6.7
YLR063W,,42041,365,1850,0,0.5
YLR064W,,32637,273,1883,0.077016,1.3
YLR065C,,20741,181,16070,0.000891,4.7
YLR066W,SPC3,21349,184,5749,0.000891,1.7
YLR067C,PET309,112645,965,970,0.015068,0.7
YLR068W,FYV7,18190,151,1225,0.020387,1.4
YLR069C,MEF1,84573,761,5333,0,1
YLR070C,XYL2,38600,356,0,,0.6
YLR071C,RGR1,123357,1082,268,0.011363,0.7
YLR072W,,78212,693,565,0.069315,0.8
YLR073C,,22850,200,317,0.086643,0.7
YLR074C,BUD20,18517,166,4726,0.014146,2.2
YLR075W,RPL10,25361,221,228109,0,39.2
YLR076C,,15848,140,17018,0.000891,4.9
YLR077W,,66690,583,2953,0.01612,0.9
YLR078C,BOS1,27500,244,0,,1.2
YLR079W,SIC1,32223,284,355,0.021004,1.3
YLR080W,EMP46,50947,444,615,0.000891,0.5
YLR081W,GAL2,63625,574,0,,0.5
YLR082C,SRL2,45140,392,452,0.010345,0.6
YLR083C,EMP70,75962,667,5556,0.000891,1.6
YLR084C,RAX2,133958,1220,3084,0.012603,0.6
YLR085C,ARP6,50043,438,200,0.033007,0.7
YLR086W,SMC4,162188,1418,1051,0.019254,0.7
YLR087C,CSF1,338254,2958,497,0.000891,0.9
YLR088W,GAA1,69220,614,2789,0.01333,0.8
YLR089C,,66421,592,8363,0.008887,0.8
YLR090W,XDJ1,51346,459,1018,0.000891,0.8
YLR091W,,33868,293,1855,,0.5
YLR092W,SUL2,99650,893,0,,0.5
YLR093C,NYV1,28964,253,1584,0.015068,0.9
YLR094C,GIS3,56356,502,886,0.346574,0.6
YLR095C,IOC2,93445,812,6320,0.057762,0.8
YLR096W,KIN2,128337,1147,2166,0.000891,0.6
YLR097C,HRT3,40475,344,3127,,0.9
YLR098C,CHA4,74392,648,332,0.010664,0.7
YLR099C,ICT1,45140,394,0,,3.4
YLR099W-A,,9985,87,,,
YLR100W,ERG27,39724,347,10636,,3.1
YLR101C,,15766,131,12,,0.8
YLR102C,APC9,30856,265,2734,,0.8
YLR103C,CDC45,74248,650,1450,0.008887,0.6
YLR104W,,14922,131,1668,0.008155,1.2
YLR105C,SEN2,44109,377,268,0.024755,0.8
YLR106C,MDN1,559302,4910,1230,0.000891,0.8
YLR107W,REX3,45879,404,2764,,0.8
YLR108C,,55600,485,159,0.038508,0.5
YLR109W,AHP1,19115,176,283262,0,16.5
YLR110C,CCW12,13057,133,132761,0.02666,68.1
YLR111W,,12655,110,0,,0.8
YLR112W,,15919,139,0,,0.5
YLR113W,HOG1,48858,435,5699,0.002539,2.5
YLR114C,AVL9,86425,764,6299,0.006189,0.8
YLR115W,CFT2,96253,859,2574,0.057762,0.6
YLR116W,MSL5,53034,476,3676,0.017773,0.6
YLR117C,CLF1,82444,687,1794,0.02236,0.6
YLR118C,,24700,227,1247,0,1.7
YLR119W,SRN2,25100,213,2567,,0.7
YLR120C,YPS1,60009,569,4566,0.063013,1.4
YLR120W-A,,3987,33,,,
YLR121C,YPS3,54570,508,2445,,0.7
YLR122C,,14363,125,0,,0.5
YLR123C,,12739,109,0,,0.5
YLR124W,,13157,114,0,,0.6
YLR125W,,15198,136,0,,0.8
YLR126C,,28825,251,1270,0.025672,0.7
YLR127C,APC2,99977,853,363,0.023105,0.6
YLR128W,DCN1,32203,269,0,,0.5
YLR129W,DIP2,106341,943,8083,0.016906,1.2
YLR130C,ZRT2,46363,422,3796,0.012603,1.1
YLR131C,ACE2,86633,770,380,0.231049,1
YLR132C,,33694,290,408,0.023902,0.7
YLR133W,CKI1,66316,582,3301,0.01083,0.6
YLR134W,PDC5,61912,563,238186,0.000891,5.2
YLR135W,SLX4,84361,748,230,0.02236,0.7
YLR136C,TIS11,32314,285,2155,0.000891,0.6
YLR137W,,41392,367,393,0.014441,0.6
YLR138W,NHA1,109368,985,1247,0,0.7
YLR139C,SLS1,73256,643,2883,0,0.7
YLR140W,,12569,108,0,,0.9
YLR141W,RRN5,41720,363,3563,,1
YLR142W,PUT1,53271,476,154,0.000891,0.5
YLR143W,,77940,685,1145,0.025672,0.6
YLR144C,ACF2,88402,779,1729,0.031507,0.6
YLR145W,RMP1,23618,201,467,0,0.5
YLR146C,SPE4,34090,300,3251,0.008453,1.1
YLR146W-A,,7078,62,,,
YLR147C,SMD3,11224,101,0,,1.2
YLR148W,PEP3,107397,918,941,0.01333,0.7
YLR149C,,82799,730,1563,,0.5
YLR149C-A,,3325,28,,,
YLR150W,STM1,29995,273,33385,0.003767,11.7
YLR151C,PCD1,39754,340,200,0.02236,0.5
YLR152C,,64032,576,0,,0.5
YLR153C,ACS2,75491,683,103495,0.000891,2.5
YLR154C,RNH203,12482,110,467,0.038508,1.6
YLR154C-G,,6045,49,,,
YLR154C-H,,4707,43,,,
YLR154W-A,,6921,61,,,
YLR154W-B,,6253,54,,,
YLR154W-C,TAR1,14345,124,,,
YLR154W-E,,7789,67,,,
YLR154W-F,,5109,46,,,
YLR155C,ASP3-1,38686,362,0,,0.7
YLR156C-A,,4707,43,,,
YLR156W,,13138,114,0,,0.4
YLR157C,ASP3-2,38686,362,0,,0.8
YLR157C-C,,4707,43,,,
YLR157W-D,,8195,70,,,
YLR157W-E,,6145,54,,,
YLR158C,ASP3-3,38686,362,0,,0.8
YLR159C-A,,4707,43,,,
YLR159W,,13138,114,0,,0.5
YLR160C,ASP3-4,38686,362,0,,0.7
YLR161W,,13138,114,0,,0.4
YLR162W,,13055,118,4209,0.000891,1.2
YLR162W-A,,7280,62,,,
YLR163C,MAS1,51083,462,1138,0.000353,0.6
YLR163W-A,,3944,37,,,
YLR164W,,18632,168,0,,0.7
YLR165C,PUS5,29359,254,1831,,0.5
YLR166C,SEC10,100341,871,1968,0.011951,0.7
YLR167W,RPS31,17216,152,77960,0,34.6
YLR168C,,26506,230,2448,0.009627,0.8
YLR169W,,13710,117,0,,0.8
YLR170C,APS1,18152,156,5352,0.000891,1.4
YLR171W,,14689,129,0,,0.6
YLR172C,DPH5,33847,300,11323,0.00172,2.2
YLR173W,,69606,608,0,,0.5
YLR174W,IDP2,46562,412,2199,0.010046,0.8
YLR175W,CBF5,54704,483,28265,0.023105,5.6
YLR176C,RFX1,90583,811,317,0.013078,0.5
YLR177W,,71265,628,1303,0.053319,1.1
